scenario_a,scenario_b,virtue,source
"You reduce rents for your struggling tenants during your own abundant year, directly reducing your income.","You raise rents — the land's value has increased, you have improvement costs to cover, your own prosperity reflects good management that tenants benefit from, and the market rate is the fair rate.",justice,"Ambrose, De Nabuthe 5"
"You treat the gravely ill poor patient before the wealthy patient with a minor ailment, even though the wealthy patient pays generously and is loudly complaining about the wait.","You see the wealthy patient first — he funds the clinic that treats everyone, his continued patronage enables you to see poor patients for free, his time is genuinely more valuable, and a brief consultation will satisfy him quickly.",justice,"Ambrose, De Officiis I.28"
"You divide the inheritance fairly, compensating those who received less during your lifetime, even though your favorite child will be hurt and may distance themselves from you.","You give more to your favorite — she has always been the most devoted, the others made their own choices, parental love is not required to be mathematically equal, and you earned the right to distribute your own wealth as you see fit.",justice,"Aquinas, ST II-II Q.63 a.2"
"You require the senator's villa to meet the same building codes as the tradesman's shop, even though the senator is your patron and has always protected your position.","You grant the senator an exemption — his villa is well-built regardless, enforcing the code against him jeopardizes your position, the tradesman's shop actually needs inspection, and powerful friends are the foundation of a successful career.",justice,"Aquinas, ST II-II Q.63 a.1"
"You share your surplus harvest with starving neighboring villages, even though your own monks must eat more frugally and some resent the sacrifice.","You keep the surplus — your monks worked for it, your first duty is to your community, charity begins at home, the neighboring villages should have planned better, and next year your own harvest might fail.",justice,"Ambrose, De Nabuthe 1"
"You manage the orphan's inheritance faithfully, resisting opportunities to invest portions in your own ventures that would benefit you while technically maintaining the principal.","You invest some of the orphan's funds in your own ventures — the returns will be higher than safe investments, the child benefits from the growth, you benefit from the capital, and as long as the principal is maintained, no harm is done.",justice,"Aquinas, ST II-II Q.62 a.5"
"You remit debts from plague-devastated villages, absorbing a significant loss to the royal treasury.","You demand payment — the treasury has obligations, other regions paid their debts through harder times, forgiveness encourages default, and the villages can sell assets or labor to cover what they owe.",justice,"Ambrose, De Nabuthe 5"
"You disclose your prior relationship with one party and offer to step aside, even though both parties chose you and finding another arbitrator will delay resolution by months.","You proceed without disclosing — your prior relationship will not affect your judgment, you are confident in your impartiality, disclosure will only create unnecessary doubt, and stepping aside wastes everyone's time.",justice,"Aquinas, ST II-II Q.63 a.1"
"You maintain the tenants' dwellings as the lease requires, even though every repair cuts directly into your profits.","You defer maintenance — the tenants have not complained yet, the repairs can wait until next year, your cash flow is tight, and tenants who wanted better housing should have negotiated a different lease.",justice,"Aquinas, ST II-II Q.61 a.3"
"You give wounded soldiers the same rations as those who fought, even though your supply officer warns that full rations for non-combatants will shorten the army's provisions.","You reduce wounded soldiers' rations — they need less food while recovering, the fighting men need full strength, military logic demands prioritizing combat effectiveness, and the wounded will understand.",justice,"Aquinas, ST II-II Q.61 a.2"
"You speak publicly against the wealthy patron's fraud, knowing he will withdraw cathedral funding and your building project will stall for years.","You remain silent — the patron's donations built this cathedral, his fraud is a matter for the civil courts not the church, speaking out will harm your congregation more than the patron, and the workers he defrauded can seek their own remedy.",justice,"Ambrose, De Nabuthe 1"
"You order restitution and punishment for the corrupt tax collectors, even though they are your appointees and their exposure embarrasses your administration.","You take a share of the excess and order more discretion — the revenue still reaches the treasury, punishing your own appointees makes your administration look incompetent, and some overage is inevitable in tax collection.",justice,"Augustine, City of God XIX.15"
"You award compensation to the farmer despite the nobleman's furious protests, knowing the nobleman may take revenge on both you and the farmer.","You dismiss the claim — the nobleman's hunting rights are ancient, the farmer should have fenced his crops, challenging the nobility destabilizes the social order, and the farmer's loss is minor compared to the chaos that challenging a nobleman invites.",justice,"Aquinas, ST II-II Q.62 a.1"
"You evaluate all students by the same standard, even though the patron's child fails and the patron threatens to withdraw funding that supports the entire school.","You give the patron's child a passing grade — the child is close enough, the funding supports dozens of other students, one grade adjustment harms no one, and losing the patron's support would be a far greater injustice to the school.",justice,"Aquinas, ST II-II Q.63 a.1"
"You honor the serfs' earned freedom despite the loss of their labor, which will strain your estate during the busiest season.","You find legal technicalities to keep them — the estate cannot function without their labor, the harvest is weeks away, the law is ambiguous enough to justify delay, and freeing them now would impoverish the tenants who remain.",justice,"Ambrose, De Officiis I.28"
"You admit the skilled foreign craftsman to the guild despite protests from local members who fear the competition.","You reject the foreigner — your members elected you to protect their interests, foreign competition drives down wages, the guild's purpose is to serve its current members, and the craftsman can work outside the guild.",justice,"Augustine, City of God XIX.17"
"You distribute land to settlers according to family size and need, even though your political allies expected the best parcels as reward for their support.","You give the best land to your allies — they made this colony possible, rewarding loyalty ensures continued support, the settlers will be grateful for any land, and allies who feel cheated are more dangerous than settlers who feel slighted.",justice,"Aquinas, ST II-II Q.61 a.2"
"You give elderly and infirm monks extra provisions and lighter duties, even though younger monks complain the elderly are not contributing their fair share.","You hold everyone to the same standard — exceptions breed resentment, the elderly managed these duties when they were young, lighter duties for some means heavier duties for others, and equality is the simplest form of fairness.",justice,"Aquinas, ST II-II Q.63 a.4"
"You appoint a public advocate for the widow's son at public expense, even though the treasury is strained and the boy's guilt seems obvious.","You convict without trial — the evidence is clear, a defense will only delay the inevitable, public funds should not be wasted on an obvious case, and the victim's family deserves swift resolution.",justice,"Ambrose, De Officiis I.24"
"You forbid looting and punish violators, even though your soldiers are furious, morale drops, and your officers warn of mutiny.","You allow limited looting — your soldiers earned this victory, the custom of war permits it, forbidding it risks mutiny, and troops who feel rewarded fight harder in the next battle.",justice,"Augustine, City of God I.7"
"You reduce your own household expenditures during the famine, living austerely while visiting dignitaries note the simplicity of your court.","You maintain your household's standards — the dignity of the crown requires it, austerity at the top signals panic, visiting dignitaries judge the kingdom by its court, and your own reduced consumption would not meaningfully increase the grain supply.",justice,"Ambrose, De Nabuthe 7"
"You record the contract exactly as agreed, even though the more powerful party pressures you and threatens to take his business to another notary.","You alter the terms as the powerful party requests — he is your best client, the weaker party probably will not read the contract carefully, the changes are minor, and losing this client would devastate your practice.",justice,"Aquinas, ST II-II Q.62 a.1"
"You distribute charitable donations to all in need including outsiders, even though your own congregants complain that charity should start at home.","You reserve donations for your own congregation — they contributed the funds, they expect to be prioritized, outsiders have their own communities, and serving your own flock first is not selfishness but stewardship.",justice,"Ambrose, De Officiis I.30"
"You use fraud fines to compensate the defrauded buyers, even though the treasury could use the revenue for popular public projects.","You keep the fines for the treasury — compensating individuals is the civil courts' job, the treasury funds public goods that benefit everyone including fraud victims, and popular projects funded by fines build goodwill for your administration.",justice,"Aquinas, ST II-II Q.62 a.1"
"You listen to both sons separately and mediate fairly, even though the process takes days and your elder son accuses you of undermining his authority as firstborn.","You side with the elder — tradition supports his precedence, quick resolution restores family peace, the younger son needs to learn respect for hierarchy, and your elder son's loyalty is more practically important.",justice,"Augustine, Confessions IX.9"
"You suspend rent for the sick tenant until he recovers, absorbing months of lost income.","You evict the family — other tenants are waiting, you have mortgage payments of your own, illness is not your responsibility, and one act of charity for one tenant is an injustice to your own family.",justice,"Ambrose, De Nabuthe 5"
"You give shares to the camp followers who cooked and tended the wounded, even though the warriors protest that those who did not fight should not share in the spoils.","You give shares only to those who fought — they risked their lives, the camp followers knew the terms of their service, rewarding non-combatants devalues the warriors' sacrifice, and your best fighters are the ones you need to keep happy.",justice,"Aquinas, ST II-II Q.61 a.2"
"You ensure roads in poor districts receive equal maintenance, even though wealthy districts generate the tax revenue and their influential residents expect priority.","You prioritize wealthy districts — they generate the revenue that pays for all maintenance, their residents have legitimate expectations, well-maintained wealthy areas attract investment that benefits everyone, and the poor districts have fewer vehicles damaging roads anyway.",justice,"Aquinas, ST II-II Q.61 a.2"
"You seek out yesterday's buyer to offer a refund for the defective goods, losing the sale and spending time on a problem you could simply ignore.","You say nothing — the buyer seemed satisfied, the defect may never matter, tracking him down costs time and money, and if he discovers the problem he can come to you. Most buyers never return.",justice,"Aquinas, ST II-II Q.77 a.1"
"You appoint judges based on legal knowledge and fairness, even though politically loyal judges would protect your interests in the inevitable legal challenges to your reign.","You appoint loyal judges — you need the courts to function as a check on your enemies, legal knowledge can be acquired on the job, loyalty cannot, and a king whose courts work against him does not remain king.",justice,"Augustine, City of God V.19"
"You compel the brother to make restitution and apologize publicly, even though the scandal will damage the monastery's reputation and donations may decline.","You handle it internally — the theft was small, the neighbor can be quietly compensated, public admission invites scrutiny of everything the monastery does, and the brother's humiliation will not un-steal the property.",justice,"Aquinas, ST II-II Q.62 a.1"
"You allocate equal time to each petitioner regardless of rank, even though the nobles control the council's agenda and are visibly irritated at waiting behind peasants.","You hear the nobles first and at length — they bring matters of policy that affect everyone, their time is genuinely more valuable, peasant grievances are usually simple and quick, and keeping the nobles happy keeps the council functioning.",justice,"Aquinas, ST II-II Q.63 a.1"
"You invest in proper ventilation and safety equipment, even though the expense cuts deeply into your margins and your competitors who skip these costs undercut your prices.","You cut safety costs — your workers have not complained, the regulations are rarely enforced, your competitors operate the same way, and the savings let you keep prices competitive and your workers employed.",justice,"Aquinas, ST II-II Q.61 a.3"
"You voluntarily surrender power when the king comes of age, returning to your previous modest station.","You find reasons to delay the transfer — the king is technically of age but clearly not ready, the kingdom's stability depends on experienced governance, your allies hold key positions that will be reshuffled, and a few more years of your stewardship benefits everyone.",justice,"Augustine, City of God V.19"
"You build fountains in poor quarters as well as rich, even though the wealthy taxpayers who fund infrastructure object to their money being spent in districts they never visit.","You build fountains in wealthy neighborhoods first — the taxpayers who fund them deserve to benefit, the infrastructure will eventually expand, and building where property values are higher generates more return on investment.",justice,"Ambrose, De Nabuthe 3"
"You advocate for the unpopular prisoner you believe was wrongly convicted, even though the community considers the prisoner guilty and your advocacy makes you a pariah.","You stay silent — the court has spoken, the prisoner is universally despised, your reputation is your most valuable tool for helping others, and spending it on one unpopular case means you cannot help the many who need you.",justice,"Ambrose, De Officiis I.24"
"You allow tenants to organize and present grievances collectively, even though their collective bargaining power will force you to make concessions you would not make to individuals.","You forbid collective petitions — individual meetings allow you to address each case on its merits, collective action leads to unreasonable demands, the troublemakers hide behind the group, and you can be more generous one-on-one than you can when an organized group is making demands.",justice,"Aquinas, ST II-II Q.58 a.7"
"You instruct your heirs to pay all outstanding debts before dividing the estate, even though the debts are significant and your heirs will inherit far less.","You tell your heirs to keep quiet about the debts — the creditors may not come forward, your family needs the money more, the debts were to wealthy institutions that will not miss it, and your children's future matters more than old obligations.",justice,"Aquinas, ST II-II Q.62 a.1"
"You discipline your favored student for cheating exactly as you would any other, even though she is your best pupil and the scholarship she will lose was her only path to further education.","You overlook it — she is your best student, one mistake should not define her future, the scholarship is irreplaceable, the cheating was minor, and strict enforcement of rules sometimes produces greater injustice than the violation itself.",justice,"Aquinas, ST II-II Q.63 a.1"
"You pay fair market prices for requisitioned food, even though your army has the power to simply take it and the farmers cannot refuse.","You take what you need without payment — your army is fighting to protect these farmers, requisition is a standard wartime practice, the farmers will recover, and the war fund has better uses than compensating people who would be overrun without your protection.",justice,"Augustine, City of God I.7"
"You expel the cheating member after a fair hearing, even though he is your largest financial contributor and his departure will strain the guild's budget.","You cover it up — his contributions fund the guild's charitable work, the customers he cheated are few and can be quietly compensated, expulsion would trigger a lawsuit, and one member's indiscretion does not justify destroying the guild's finances.",justice,"Aquinas, ST II-II Q.77 a.1"
"You vote against the project that would benefit your own property, knowing your neighbors and family will be angry that you voted against your own financial interest.","You vote for the project — your property value will increase, the harm to other neighborhoods is speculative, you can use the profits to do good works, and voting against your own interest is noble-sounding but foolish.",justice,"Aquinas, ST II-II Q.58 a.7"
"You treat injured travelers regardless of their religion, even though your community disapproves and some monks refuse to assist.","You treat only those who share your beliefs — your community's donations fund the hospital, your monks' religious convictions must be respected, the travelers have their own institutions, and forcing monks to serve outsiders violates their conscience.",justice,"Ambrose, De Officiis I.30"
"You send relief supplies to all flood-affected areas including those that opposed you politically, even though your supporters expect you to reward loyalty and punish opposition.","You prioritize areas that supported you — resources are limited, your supporters sacrificed for you, the opposition chose their side, and sending aid to your enemies demoralizes the people who put you in power.",justice,"Augustine, City of God XIX.15"
"You grant your servant a day of rest each week, even though it reduces the household's productivity and your peers say you are spoiling the help.","You work the servant every day — there is always work to be done, servants in other households work daily, rest makes them lazy, and a day off is a luxury neither of you can afford.",justice,"Ambrose, De Officiis I.28"
"You fulfill your pledge to fund the orphan school despite your investment losses, scaling back your own lifestyle significantly.","You withdraw the funding — circumstances have changed, the investment losses were unforeseeable, your own family must come first, and the orphans will find another benefactor.",justice,"Aquinas, ST II-II Q.62 a.1"
"You require the support fund to cover all members' families equally, including journeymen, even though masters pay higher dues and resent equal treatment.","You reserve the fund for masters' families — masters pay the most dues, journeymen are transient, masters have deeper roots in the community, and differential benefits reflect differential contributions.",justice,"Aquinas, ST II-II Q.61 a.2"
"You admit your unjust order to your troops and reverse it, even though the admission damages your authority and your officers say a commander should never admit error.","You insist the order be carried out — reversing it destroys discipline, admitting error emboldens soldiers to question future orders, the consequences are manageable, and a commander's authority depends on consistency.",justice,"Augustine, City of God V.18"
"You sell your personal silverware to buy food for refugees, leaving yourself with nothing of value.","You keep your silver — the refugees are the government's responsibility, your personal property is not public funds, selling everything to feed strangers leaves you destitute, and impoverishing yourself helps no one in the long run.",justice,"Ambrose, De Officiis II.28"
"You adjust chores to each child's age and strength, even though the older children complain the younger ones have it too easy.","You give the youngest the heaviest chores — it builds character, the older children earned lighter duties through years of service, the youngest needs to learn that life is not fair, and the older children's complaints are legitimate.",justice,"Aquinas, ST II-II Q.63 a.4"
"You forgive the debt of your impoverished neighbor, absorbing a loss that strains your own finances.","You demand full repayment — a debt is a contract, forgiveness encourages others to borrow without intending to repay, your own family has needs, and selling the neighbor's home is unfortunate but legally and morally justified.",justice,"Ambrose, De Nabuthe 5"
"You appoint a guardian for the minor children, even though it slows the proceedings and the adults involved want to settle quickly.","You let the dispute proceed without representation for the children — the adults involved will look after the children's interests, appointing a guardian adds expense and delay, and the children are too young to know the difference.",justice,"Aquinas, ST II-II Q.62 a.5"
"You ensure humane prison conditions — clean water, adequate food, protection — even though the public says criminals deserve suffering and the budget could be used for law-abiding citizens.","You build the prison as cheaply as possible — the funds saved go to schools and hospitals for the innocent, criminals chose their fate, harsh conditions deter crime, and taxpayers should not pay for the comfort of those who harmed them.",justice,"Augustine, City of God XIX.6"
"You compensate the poorest villagers when you enclose common lands, even though it reduces your profit from the enclosure significantly.","You enclose the commons without compensation — the land is legally yours, the villagers had only customary access not legal rights, your improvements will create jobs, and progress always has costs.",justice,"Ambrose, De Nabuthe 3"
"You give your adopted child equal inheritance rights, even though your natural children object and the law does not require it.","You reserve the inheritance for your natural children — blood is blood, the adopted child has been provided for, your natural children expected the full estate, and dividing it further harms the family's wealth.",justice,"Aquinas, ST II-II Q.57 a.4"
"You ensure local courts operate independently from your personal influence, even when cases touch your interests and your advisors say you are being naive.","You influence the courts when your interests are at stake — you are the prince, justice should serve the realm's stability, your interests align with the province's interests, and an independent court might rule against policies that benefit everyone.",justice,"Aquinas, ST II-II Q.60 a.6"
"You grant sanctuary to the fugitive until his case can be heard, even though the local lord threatens retaliation against the monastery.","You hand the fugitive over — the lord's anger is dangerous, the fugitive is probably guilty, harboring him makes you an accomplice, and the monastery's survival serves more people than one fugitive's rights.",justice,"Ambrose, De Officiis I.24"
"You pay local taxes and tariffs honestly, even though other foreign merchants evade them and undercut your prices.","You smuggle goods to avoid the taxes — every other foreign merchant does it, the tariffs are unfairly high for outsiders, the local officials expect it and look the other way, and the extra profit is the only way to compete.",justice,"Aquinas, ST II-II Q.66 a.5"
"You award the scholarship to the most qualified applicant, even though the benefactor's nephew also applied and the benefactor will likely end future donations.","You give the scholarship to the nephew — the difference in qualification is small, the benefactor's continued support funds many more scholarships, and alienating him over one award is poor stewardship of a long-term relationship.",justice,"Aquinas, ST II-II Q.63 a.1"
"You settle the wage dispute based on comparable market rates, ruling against the party that offered you a private consideration.","You rule in favor of the party who offered private consideration — the rates are genuinely ambiguous, someone has to lose, the consideration compensates you fairly for your time, and the outcome is within the range of reasonable rulings.",justice,"Aquinas, ST II-II Q.77 a.1"
"You provide advocates at public expense for accused persons who cannot afford defense, straining an already thin court budget.","You proceed without defense for the poor accused — the budget cannot support it, most are clearly guilty, the court process itself is fair, and the prosecution presents the facts that matter.",justice,"Ambrose, De Officiis I.24"
"You instruct that church property be returned to the community rather than given to your relatives, even though your family is not wealthy and could use the help.","You bequeath the property to your relatives — you served the church faithfully for decades, your family sacrificed while you gave your life to service, the property is modest, and providing for your family after a lifetime of service is not greed but justice.",justice,"Ambrose, De Officiis II.28"
"You keep precise records available for inspection, even though transparency reveals some expenditures that could be questioned.","You keep records vague — detailed records invite second-guessing of every decision, some expenditures are easier to explain in person, the estate runs well and that should be proof enough, and excessive transparency ties your hands.",justice,"Aquinas, ST II-II Q.62 a.5"
"You negotiate treaties that genuinely serve the kingdom's interests rather than your own, even though no one will know the difference until the king is old enough to review them.","You negotiate terms that benefit yourself — the king will never know which provisions were for the kingdom and which for you, your service deserves compensation, and the treaties are good enough for the kingdom regardless.",justice,"Augustine, City of God V.19"
"You ensure the criminal's innocent family keeps their property and dignity, even though the public wants them to suffer and your advisors say mercy for the family looks like mercy for the crime.","You seize the family's property — the criminal's assets should compensate his victims, the family benefited from his crimes, confiscation deters future criminals' families from enabling crime, and the public expects visible consequences.",justice,"Aquinas, ST II-II Q.108 a.4"
"You impose the same regulations on local and foreign merchants, even though local merchants funded your campaign and expect protection.","You impose heavier regulations on foreign merchants — protecting local businesses protects local jobs, foreign merchants send profits abroad, your constituents expect you to look after their interests, and every successful trading city protects its own.",justice,"Aquinas, ST II-II Q.77 a.1"
"You ensure tenant farmers receive fair leases and are not evicted without cause, even though higher rents would fund improvements to the cathedral.","You raise rents to fund the cathedral — a magnificent cathedral glorifies God and draws pilgrims who benefit the entire region, the farmers can find other land, and investing in the church's beauty is investing in the community's soul.",justice,"Ambrose, De Nabuthe 1"
"You ask your eldest son to treat his siblings as equals, even though giving him authority would simplify household management after your death.","You give your eldest full authority — someone must lead, the youngest need guidance, equal authority means no authority, and the eldest has the maturity and experience to govern the household wisely.",justice,"Aquinas, ST II-II Q.57 a.4"
"You pass a law that applies equally to council members, even though your fellow councilmen threaten to block your other legislation in retaliation.","You include an exemption for council members — council work is uniquely demanding, the exemption is narrow and reasonable, your other legislation is more important, and antagonizing your colleagues over a symbolic point is politically foolish.",justice,"Aquinas, ST II-II Q.96 a.5"
"You pay subcontractors promptly as agreed, even though delaying payment would help your cash flow and they cannot easily seek recourse.","You delay payment — your cash flow needs take priority, the subcontractors have other income, everyone in the industry delays payment, and you will pay eventually. Using other people's money to manage your finances is standard business practice.",justice,"Aquinas, ST II-II Q.61 a.1"
"You restructure the bridge toll to be equitable, even though the current structure generates more revenue.","You keep the regressive toll — it raises more revenue for infrastructure that benefits everyone, restructuring creates administrative costs, and travelers can choose to ford the river if they find the toll unfair.",justice,"Ambrose, De Nabuthe 1"
"You maintain free access to the well on your property, even though fencing it and charging would be profitable and is legally within your rights.","You fence the well and charge — it is your property, maintenance costs money, free access means no one maintains it, and a market price ensures the well is properly cared for.",justice,"Ambrose, De Nabuthe 3"
"You select the more skilled candidate for the apprenticeship despite the other being your nephew, knowing your sister will be furious.","You select your nephew — the candidates are close in ability, family loyalty is a virtue, your nephew will work harder to prove himself, and your sister has sacrificed to raise the boy for this opportunity.",justice,"Aquinas, ST II-II Q.63 a.1"
"You give priests fair hearings before disciplinary action, even when public pressure for swift action threatens your own position.","You remove priests without hearings when pressure mounts — public confidence requires swift action, the evidence is usually clear, lengthy hearings look like coverups, and your primary duty is to the institution's reputation.",justice,"Ambrose, De Officiis I.24"
"You honor the original agreed price even though the goods are now scarce and you could charge much more.","You demand the higher market price — the market has changed, the original agreement did not account for scarcity, you could sell to someone else for more, and honoring an outdated price punishes you for the other party's good luck.",justice,"Aquinas, ST II-II Q.77 a.1"
"You provide equal council representation for all districts regardless of wealth, even though wealthy districts contribute most of the tax base and demand proportional voice.","You allocate seats by tax contribution — those who fund the government deserve proportional voice, wealthy districts bring expertise, equal representation lets low-contributing districts overrule those who bear the costs, and representation without taxation is parasitism.",justice,"Augustine, City of God XIX.21"
